,Scrap_time,Airline1_Back,Airline2_There,Airline2_Back,Airline1_There,Days,Journey_time,prediction
192,2.0,Ryanair,Ryanair,Ryanair,Ryanair,193.0,8.0,31.53230467618955
193,20.0,Ryanair,Ryanair,Ryanair,Ryanair,240.0,6.0,31.914024752038138
194,20.0,Ryanair,Ryanair,Ryanair,Ryanair,249.0,6.0,31.928520710018354
195,20.0,Ryanair,Ryanair,Ryanair,Ryanair,175.0,4.0,32.67496879391648
196,20.0,Ryanair,Ryanair,Ryanair,Ryanair,175.0,6.0,32.47488465145451
197,20.0,Ryanair,Ryanair,Ryanair,Ryanair,93.0,7.0,32.29009097428467
198,2.0,none,none,none,none,301.0,6.0,32.976049304077954
199,2.0,none,none,none,none,140.0,6.0,34.630682671292256
200,20.0,none,none,none,none,23.0,8.0,32.03209851623954
201,20.0,none,none,none,none,39.0,6.0,34.14063399359467
202,20.0,none,none,none,none,121.0,8.0,34.321172037007614
203,20.0,none,none,none,none,81.0,5.0,34.14063399359467
204,2.0,Ryanair,Ryanair,Ryanair,Ryanair,35.0,4.0,31.65191978230892
205,2.0,Ryanair,Ryanair,Ryanair,Ryanair,113.0,4.0,32.620993473682134
206,2.0,Ryanair,Ryanair,Ryanair,Ryanair,89.0,7.0,32.228146862371396
207,20.0,Ryanair,Ryanair,Ryanair,Ryanair,147.0,8.0,31.29705151191946
208,20.0,Ryanair,Ryanair,Ryanair,Ryanair,5.0,8.0,31.62833525006809
209,20.0,Ryanair,Ryanair,Ryanair,Ryanair,4.0,6.0,33.48755534035999
210,20.0,Ryanair,Ryanair,Ryanair,Ryanair,294.0,5.0,31.92977585561052
211,20.0,Ryanair,Ryanair,Ryanair,Ryanair,11.0,4.0,33.518993015078635
212,20.0,Ryanair,Ryanair,Ryanair,Ryanair,35.0,7.0,31.322145993837363
213,2.0,none,none,none,none,33.0,5.0,34.408672764895144
214,2.0,none,none,none,none,26.0,4.0,33.82910616906407
215,2.0,none,none,none,none,137.0,6.0,34.630682671292256
216,2.0,none,none,none,none,130.0,6.0,34.630682671292256
217,2.0,none,none,none,none,274.0,4.0,32.64473634212864
218,20.0,none,none,none,none,46.0,8.0,34.17945312014096
219,20.0,none,none,none,none,135.0,4.0,34.909502669627535
220,20.0,none,none,none,none,27.0,4.0,33.67985280826127
221,20.0,none,none,none,none,154.0,7.0,33.47613035937475
222,20.0,none,none,none,none,256.0,7.0,32.8584671701441
223,2.0,Ryanair,Ryanair,Ryanair,Ryanair,264.0,6.0,32.077856704677
224,2.0,Ryanair,Ryanair,Ryanair,Ryanair,140.0,8.0,31.737616239344494
225,2.0,Ryanair,Ryanair,Ryanair,Ryanair,41.0,4.0,31.60241969838558
226,2.0,Ryanair,Ryanair,Ryanair,Ryanair,247.0,8.0,31.553964298048374
227,20.0,Ryanair,Ryanair,Ryanair,Ryanair,7.0,8.0,31.62833525006809
228,20.0,Ryanair,Ryanair,Ryanair,Ryanair,116.0,6.0,32.67373513225052
229,20.0,Ryanair,Ryanair,Ryanair,Ryanair,86.0,6.0,32.67373513225052
